DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T11:25:41.8921829Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T11:56:43.7825786Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T11:56:59.6476360Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:57:00.3861655Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T11:57:08.6136563Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T11:57:09.3065905Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T11:57:16.4999195Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:57:17.2742535Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T11:57:42.6463036Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T11:57:43.8012923Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T11:57:59.6591853Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T11:58:00.3964772Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T11:58:08.6318424Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:58:09.3302767Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T11:58:16.5121397Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T11:58:17.2897888Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:58:42.6563861Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T11:58:43.8296729Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:58:59.6841233Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T11:59:00.4192325Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T11:59:08.6536634Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T11:59:09.3407147Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:59:16.5306400Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T11:59:17.3066375Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T11:59:42.6655565Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T11:59:43.8524451Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T11:59:59.6983488Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:00:00.4443396Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:00:08.6727618Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:00:09.3646247Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:00:16.5465352Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:00:17.3255309Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:00:42.6816716Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:00:43.8872095Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:00:59.7193167Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:01:00.4800142Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:01:08.6889743Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:01:09.3931558Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:01:16.5684968Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:01:17.3487383Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:01:42.7023941Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:01:43.9087895Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:01:59.7391704Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:02:00.5041286Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:02:08.7086777Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:02:09.4127995Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:02:16.5995497Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:02:17.3696432Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:02:42.7259437Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:02:43.9215400Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:02:59.7616702Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:03:00.5256030Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:03:08.7241693Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:03:09.4289026Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:03:16.6237210Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:03:17.3865253Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:03:42.7494965Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:03:43.9452191Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:03:59.8020656Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:04:00.5690208Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:04:08.7656122Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:04:09.4687938Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:04:16.6648958Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:04:17.4270617Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:04:42.7789981Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:04:43.9634603Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:04:59.8437410Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:05:00.5914125Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:05:08.8103602Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:05:09.5265783Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:05:16.6841092Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:05:17.4477593Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:05:42.7954509Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:05:43.9816973Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:05:59.8612715Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:06:00.6081235Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:06:08.8296189Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:06:09.5458407Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:06:16.7070406Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:06:17.4688998Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:06:42.8210179Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:06:44.0027567Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:06:59.8738964Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:07:00.6200803Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:07:08.8405197Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:07:09.5603994Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:07:16.7284022Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:07:17.4918119Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:07:42.8467178Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:07:44.0247440Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:07:59.8978409Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:08:00.6310801Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:08:08.8610340Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:08:09.5783838Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:08:16.7471955Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:08:17.5287780Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:08:42.8665897Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:08:44.0403401Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:08:59.9051768Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:09:00.6413430Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:09:08.8907402Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:09:09.5938861Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:09:16.7690239Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:09:17.5497208Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:09:42.8887834Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:09:44.0594028Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:09:59.9243827Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:10:00.6544270Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:10:08.9111663Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:10:09.6101296Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:10:16.7866209Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:10:17.5684061Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:10:42.9157885Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:10:44.0723777Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:10:59.9510910Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:11:00.6691683Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:11:08.9273767Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:11:09.6269357Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:11:16.8094223Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:11:17.5911413Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:11:42.9424240Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:11:44.0929026Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:11:59.9724672Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:12:00.6881480Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:12:08.9373983Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:12:09.6395221Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:12:16.8240376Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:12:17.6071081Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:12:42.9642525Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:12:44.1050326Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:12:59.9912519Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:13:00.7104216Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:13:08.9598169Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:13:09.6593978Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:13:16.8399782Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:13:17.6200334Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:13:42.9901399Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:13:44.1201717Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:14:00.0107138Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:14:00.7424078Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:14:08.9732657Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:14:09.6717586Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:14:16.8537045Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:14:17.6339651Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:14:43.0009631Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:14:44.1399245Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:15:00.0311561Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:15:00.7636122Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:15:09.0149282Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:15:09.6859181Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:15:16.8718517Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:15:17.6510534Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:15:43.0262707Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:15:44.1548789Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:16:00.0549021Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:16:00.8026678Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:16:09.0315057Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:16:09.7150042Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:16:16.8960333Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:16:17.6638703Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:16:43.0475979Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:16:44.1687469Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:17:00.0678907Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:17:00.8463771Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:17:09.0444346Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:17:09.7454096Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:17:16.9148976Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:17:17.6782664Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:17:43.0774399Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:17:44.1793302Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:18:00.0855952Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:18:00.8678891Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:18:09.0628248Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:18:09.7655845Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:18:16.9340755Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:18:17.6951387Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:18:43.0971913Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:18:44.1892431Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:19:00.1107137Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:19:00.8767760Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:19:09.0819993Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:19:09.7847319Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:19:16.9517734Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:19:17.7124694Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:19:43.1187675Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:19:44.2075414Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:20:00.1263954Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:20:00.8883564Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:20:09.1026679Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:20:09.8043545Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:20:16.9825563Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:20:17.7320121Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:20:43.1320229Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:20:44.2249618Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:21:00.1441584Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:21:00.9078876Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:21:09.1253872Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:21:09.8247325Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:21:16.9928504Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:21:17.7433484Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:21:43.1453876Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:21:44.2460390Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:22:00.1584632Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:22:00.9261688Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:22:09.1432899Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:22:09.8320622Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:22:17.0075077Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:22:17.7720204Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:22:43.1590682Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 26,0 | 2025-05-26T12:22:44.2645827Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:23:00.1796931Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:23:00.9426719Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:23:09.1672535Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:23:09.8420961Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:23:17.0370353Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:23:17.7918582Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:23:43.1771430Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:23:44.2908979Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:24:00.2055547Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:24:00.9689844Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:24:09.1825975Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:24:09.8726994Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:24:17.0573489Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:24:17.8093424Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:24:43.1935968Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:24:44.3020217Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:25:00.2265651Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:25:00.9884472Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:25:09.2063421Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:25:09.8898768Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:25:17.0814904Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:25:17.8299820Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:25:43.2188134Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:25:44.3381694Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:26:00.2515853Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:26:01.0150281Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:26:09.2332155Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:26:09.8996226Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:26:17.0964304Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:26:17.8426918Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:26:43.2408802Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:26:44.3631828Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:27:00.2725127Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:27:01.0330936Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:27:09.2460865Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 24,0 | 2025-05-26T12:27:09.9214421Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:27:17.1228007Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:27:17.8592742Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:27:43.2637052Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:27:44.3911636Z
